                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                 4.7458,                 8.4976,                 4.2444,                      0,                      0,                      0,                      0,                 5.0279,                 8.8281,                 4.1592,                      0,                      0,                      0
